hue__tmp_padova_ambrosia.id,hue__tmp_padova_ambrosia.data,hue__tmp_padova_ambrosia.aceraceae,hue__tmp_padova_ambrosia.alternaria,hue__tmp_padova_ambrosia.altripollini,hue__tmp_padova_ambrosia.alnus,hue__tmp_padova_ambrosia.ambrosia,hue__tmp_padova_ambrosia.artemisia,hue__tmp_padova_ambrosia.betulaceae,hue__tmp_padova_ambrosia.betula,hue__tmp_padova_ambrosia.compositae,hue__tmp_padova_ambrosia.corylaceae,hue__tmp_padova_ambrosia.cupressaceae_taxaceae,hue__tmp_padova_ambrosia.carpinus,hue__tmp_padova_ambrosia.castanea_sativa,hue__tmp_padova_ambrosia.fagaceae,hue__tmp_padova_ambrosia.fagus_sylvatica,hue__tmp_padova_ambrosia.gramineae,hue__tmp_padova_ambrosia.oleaceae,hue__tmp_padova_ambrosia.pinaceae,hue__tmp_padova_ambrosia.plantaginaceae,hue__tmp_padova_ambrosia.platanaceae,hue__tmp_padova_ambrosia.populus,hue__tmp_padova_ambrosia.quercus,hue__tmp_padova_ambrosia.salicaceae,hue__tmp_padova_ambrosia.salix,hue__tmp_padova_ambrosia.ulmaceae,hue__tmp_padova_ambrosia.urticaceae,hue__tmp_padova_ambrosia.t_med,hue__tmp_padova_ambrosia.t_min,hue__tmp_padova_ambrosia.t_max,hue__tmp_padova_ambrosia.precipitazione,hue__tmp_padova_ambrosia.u_min,hue__tmp_padova_ambrosia.u_max,hue__tmp_padova_ambrosia.class_ambrosia
441,2015-06-03,0.0,52.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,18.0,23.0,0.0,22.0,10.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,25.0,18.8,30.7,0.0,40.0,89.0,assente
442,2015-06-04,0.0,79.0,20.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,38.0,7.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.9,21.4,32.7,0.0,34.0,89.0,assente
443,2015-06-05,0.0,95.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,34.0,7.0,6.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,26.8,22.8,31.3,0.0,47.0,73.0,assente
444,2015-06-06,0.0,81.0,12.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,60.0,3.0,12.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,41.0,26.7,22.6,31.0,0.0,51.0,82.0,assente
617,2016-01-12,0.0,12.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,4.9,12.7,0.0,53.0,97.0,assente
618,2016-01-13,0.0,33.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,22.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.0,13.0,0.0,38.0,96.0,assente
638,2016-02-02,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,6.8,10.9,0.0,79.0,95.0,assente
640,2016-02-04,0.0,4.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,177.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.7,13.8,0.2,18.0,95.0,assente
641,2016-02-05,0.0,1.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,74.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6,2.1,12.2,0.0,49.0,86.0,assente
642,2016-02-06,0.0,2.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8,3.0,12.0,0.0,54.0,94.0,assente
643,2016-02-07,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.6,8.7,14.0,85.0,98.0,assente
645,2016-02-09,0.0,2.0,2.0,19.0,0.0,0.0,19.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.7,6.6,10.5,9.8,84.0,98.0,assente
646,2016-02-10,0.0,11.0,1.0,150.0,0.0,0.0,150.0,0.0,0.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.9,5.4,13.4,3.6,36.0,98.0,assente
647,2016-02-11,0.0,4.0,1.0,108.0,0.0,0.0,108.0,0.0,0.0,103.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.3,1.7,11.7,0.0,42.0,93.0,assente
648,2016-02-12,0.0,1.0,0.0,86.0,0.0,0.0,86.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.4,4.0,9.7,15.6,66.0,98.0,assente
649,2016-02-13,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.9,7.3,0.2,76.0,98.0,assente
651,2016-02-15,0.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.5,6.3,12.5,8.6,69.0,98.0,assente
652,2016-02-16,0.0,3.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,8.8,6.9,11.6,10.6,62.0,94.0,assente
653,2016-02-17,0.0,1.0,1.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2,5.7,8.9,15.2,81.0,97.0,assente
654,2016-02-18,0.0,6.0,0.0,196.0,0.0,0.0,196.0,0.0,0.0,46.0,252.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,9.5,5.5,15.0,0.0,53.0,96.0,assente
655,2016-02-19,1.0,3.0,5.0,218.0,0.0,0.0,218.0,0.0,0.0,36.0,668.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,91.0,0.0,9.6,6.1,14.5,12.4,48.0,96.0,assente
656,2016-02-20,2.0,1.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,27.0,187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,20.0,0.0,8.4,4.4,12.8,0.4,36.0,95.0,assente
657,2016-02-21,0.0,2.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,13.0,0.0,8.0,3.4,13.4,0.0,54.0,90.0,assente
658,2016-02-22,0.0,2.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,22.0,0.0,9.6,7.5,12.6,0.0,64.0,90.0,assente
659,2016-02-23,0.0,3.0,2.0,59.0,0.0,0.0,59.0,0.0,0.0,36.0,260.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,32.0,0.0,32.0,0.0,79.0,0.0,11.3,9.0,15.1,0.0,68.0,97.0,assente
660,2016-02-24,1.0,3.0,1.0,113.0,0.0,0.0,113.0,0.0,0.0,44.0,251.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,46.0,0.0,46.0,0.0,47.0,0.0,10.0,7.7,12.8,0.0,39.0,100.0,assente
661,2016-02-25,0.0,6.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,32.0,57.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,22.0,0.0,23.0,1.0,53.0,0.0,7.6,4.7,9.6,0.0,55.0,94.0,assente
662,2016-02-26,0.0,6.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,17.0,49.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,57.0,0.0,6.2,3.4,8.0,0.0,61.0,98.0,assente
663,2016-02-27,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,31.0,0.0,5.8,5.0,7.4,10.6,63.0,100.0,assente
664,2016-02-28,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,9.5,7.5,11.2,21.4,90.0,100.0,assente
665,2016-02-29,0.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,8.0,0.0,10.2,9.0,12.5,30.8,75.0,99.0,assente
666,2016-03-01,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,101.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,3.0,0.0,10.2,7.1,14.4,1.2,65.0,100.0,assente
667,2016-03-02,2.0,4.0,0.0,50.0,0.0,0.0,51.0,1.0,0.0,53.0,190.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,14.0,0.0,9.9,6.0,14.1,0.0,56.0,98.0,assente
669,2016-03-04,0.0,2.0,1.0,6.0,0.0,0.0,7.0,1.0,0.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,8.1,2.5,13.5,0.0,34.0,97.0,assente
670,2016-03-05,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,7.0,0.0,8.2,6.8,11.1,12.8,78.0,100.0,assente
674,2016-03-09,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,10.0,0.0,7.8,4.8,10.4,0.6,53.0,93.0,assente
675,2016-03-10,0.0,1.0,2.0,11.0,0.0,0.0,12.0,1.0,0.0,11.0,95.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,12.0,0.0,10.8,6.0,15.9,0.0,39.0,75.0,assente
676,2016-03-11,0.0,1.0,1.0,35.0,0.0,0.0,38.0,2.0,0.0,14.0,162.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,0.0,11.1,8.5,14.2,0.0,48.0,77.0,assente
677,2016-03-12,3.0,0.0,1.0,7.0,0.0,0.0,9.0,1.0,0.0,5.0,59.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,13.0,5.0,6.0,0.0,12.3,8.8,16.1,0.0,44.0,79.0,assente
678,2016-03-13,5.0,1.0,1.0,15.0,0.0,0.0,17.0,2.0,0.0,5.0,72.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,36.0,0.0,38.0,2.0,7.0,0.0,11.3,8.4,15.4,0.0,39.0,68.0,assente
679,2016-03-14,8.0,4.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,2.0,0.0,10.3,6.6,14.4,0.0,40.0,72.0,assente
680,2016-03-15,6.0,3.0,1.0,14.0,0.0,0.0,17.0,2.0,0.0,8.0,17.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,31.0,0.0,36.0,5.0,5.0,0.0,7.7,3.6,11.8,0.8,53.0,91.0,assente
681,2016-03-16,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,44.0,0.0,47.0,2.0,3.0,0.0,8.2,5.1,11.8,0.0,41.0,86.0,assente
682,2016-03-17,14.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,0.0,53.0,2.0,2.0,0.0,10.2,7.2,15.1,0.0,41.0,76.0,assente
683,2016-03-18,18.0,5.0,7.0,5.0,0.0,0.0,8.0,2.0,0.0,16.0,67.0,11.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,3.0,0.0,10.6,5.1,17.0,0.0,37.0,85.0,assente
684,2016-03-19,23.0,2.0,5.0,3.0,0.0,0.0,6.0,3.0,0.0,29.0,67.0,19.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,4.0,0.0,11.0,5.2,17.8,0.0,45.0,100.0,assente
685,2016-03-20,40.0,2.0,7.0,4.0,0.0,0.0,5.0,1.0,0.0,33.0,35.0,25.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,30.0,0.0,34.0,4.0,2.0,0.0,12.0,7.3,17.3,0.0,49.0,100.0,assente
686,2016-03-21,83.0,1.0,8.0,4.0,0.0,0.0,5.0,1.0,0.0,19.0,19.0,16.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,1.0,0.0,12.5,9.0,17.6,0.0,56.0,100.0,assente
688,2016-03-23,23.0,2.0,11.0,13.0,0.0,0.0,14.0,1.0,0.0,46.0,20.0,43.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,29.0,0.0,30.0,0.0,5.0,0.0,10.9,7.4,14.9,0.0,36.0,69.0,assente
689,2016-03-24,6.0,4.0,2.0,5.0,0.0,0.0,11.0,6.0,0.0,16.0,9.0,14.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,19.0,0.0,19.0,0.0,3.0,0.0,10.7,4.8,15.9,0.0,33.0,79.0,assente
690,2016-03-25,14.0,1.0,8.0,5.0,0.0,0.0,10.0,4.0,0.0,18.0,8.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,0.0,10.8,7.1,14.3,0.0,50.0,78.0,assente
691,2016-03-26,7.0,2.0,14.0,4.0,0.0,0.0,10.0,5.0,0.0,24.0,8.0,24.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,39.0,1.0,40.0,1.0,0.0,0.0,11.0,6.9,16.7,0.0,48.0,85.0,assente
693,2016-03-28,9.0,2.0,5.0,2.0,0.0,0.0,15.0,13.0,0.0,24.0,6.0,23.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,18.0,0.0,18.0,0.0,0.0,0.0,12.3,10.1,15.5,0.0,61.0,97.0,assente
697,2016-04-08,0.0,8.0,38.0,2.0,0.0,0.0,117.0,115.0,0.0,673.0,211.0,673.0,0.0,27.0,0.0,11.0,5.0,1.0,0.0,236.0,6.0,27.0,29.0,23.0,0.0,22.0,15.0,12.3,19.1,12.2,60.0,99.0,assente
725,2016-05-06,0.0,27.0,24.0,2.0,0.0,0.0,18.0,16.0,0.0,41.0,1.0,41.0,0.0,13.0,0.0,35.0,11.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,42.0,17.6,11.1,23.3,0.0,33.0,80.0,assente
771,2016-06-21,0.0,102.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,13.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.3,17.2,27.3,0.0,46.0,88.0,assente
772,2016-06-22,0.0,243.0,10.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,11.0,11.0,0.0,32.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.1,19.0,31.1,0.0,43.0,88.0,assente
773,2016-06-23,0.0,280.0,11.0,13.0,0.0,0.0,13.0,0.0,3.0,0.0,4.0,0.0,22.0,22.0,0.0,36.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,27.2,21.4,33.0,0.0,45.0,83.0,assente
958,2017-02-07,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,7.1,11.3,0.8,62.0,97.0,assente
960,2017-02-09,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.4,8.5,0.0,53.0,76.0,assente
961,2017-02-10,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.1,7.7,0.0,59.0,80.0,assente
962,2017-02-11,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.0,9.4,0.0,64.0,84.0,assente
964,2017-02-13,0.0,4.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.6,8.8,0.0,66.0,98.0,assente
965,2017-02-14,0.0,1.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.8,13.1,0.0,44.0,94.0,assente
966,2017-02-15,0.0,19.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,48.0,70.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8,1.7,14.6,0.0,55.0,100.0,assente
967,2017-02-16,0.0,8.0,1.0,40.0,0.0,0.0,40.0,0.0,0.0,29.0,91.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.9,2.7,15.6,0.0,40.0,100.0,assente
968,2017-02-17,0.0,1.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.8,7.6,0.0,83.0,100.0,assente
969,2017-02-18,0.0,2.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,18.0,98.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.5,2.7,14.0,0.0,47.0,99.0,assente
970,2017-02-19,0.0,5.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.2,3.7,11.7,0.0,56.0,94.0,assente
971,2017-02-20,0.0,4.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9,3.7,11.4,0.0,63.0,100.0,assente
972,2017-02-21,0.0,2.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.4,7.2,0.0,89.0,100.0,assente
973,2017-02-22,0.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.6,4.6,9.9,0.0,71.0,98.0,assente
974,2017-02-23,0.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.1,7.0,10.0,0.2,80.0,100.0,assente
975,2017-02-24,0.0,0.0,1.0,23.0,0.0,0.0,23.0,0.0,0.0,12.0,51.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,8.3,7.3,9.2,1.0,84.0,100.0,assente
976,2017-02-25,1.0,3.0,1.0,117.0,0.0,0.0,118.0,1.0,0.0,35.0,117.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,29.0,0.0,8.1,4.6,13.2,0.0,37.0,85.0,assente
977,2017-02-26,1.0,4.0,1.0,39.0,0.0,0.0,41.0,2.0,0.0,42.0,254.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,16.0,0.0,7.2,1.3,13.0,0.0,45.0,95.0,assente
978,2017-02-27,0.0,5.0,1.0,29.0,0.0,0.0,30.0,0.0,0.0,5.0,114.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,15.0,0.0,8.4,3.4,14.0,0.0,40.0,94.0,assente
979,2017-02-28,0.0,3.0,3.0,39.0,0.0,0.0,39.0,0.0,0.0,4.0,359.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,11.0,0.0,9.0,7.3,11.7,2.2,74.0,100.0,assente
980,2017-03-01,0.0,4.0,5.0,13.0,0.0,0.0,13.0,0.0,0.0,7.0,128.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,22.0,0.0,9.6,6.2,14.2,2.0,60.0,100.0,assente
981,2017-03-02,0.0,6.0,3.0,47.0,0.0,0.0,50.0,3.0,0.0,24.0,254.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,50.0,0.0,9.8,5.4,15.4,0.0,47.0,98.0,assente
982,2017-03-03,0.0,7.0,3.0,21.0,0.0,0.0,23.0,1.0,0.0,19.0,240.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,29.0,0.0,31.0,2.0,25.0,0.0,10.1,5.5,15.8,0.0,60.0,98.0,assente
983,2017-03-04,2.0,6.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,124.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,1.0,1.0,9.9,7.8,12.2,1.2,85.0,100.0,assente
984,2017-03-05,1.0,6.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,266.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,27.0,0.0,10.2,6.7,14.6,0.4,51.0,94.0,assente
985,2017-03-06,0.0,3.0,3.0,6.0,0.0,0.0,7.0,0.0,0.0,6.0,158.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,25.0,0.0,28.0,3.0,10.0,0.0,9.7,6.3,13.8,0.2,57.0,97.0,assente
986,2017-03-07,0.0,12.0,2.0,10.0,0.0,0.0,17.0,7.0,0.0,33.0,240.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,0.0,15.0,1.0,14.0,0.0,11.3,5.6,17.7,0.0,29.0,96.0,assente
987,2017-03-08,0.0,12.0,1.0,8.0,0.0,0.0,13.0,5.0,0.0,22.0,278.0,18.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,6.0,0.0,7.0,1.0,5.0,0.0,11.1,4.6,17.6,0.0,20.0,69.0,assente
988,2017-03-09,0.0,12.0,2.0,10.0,0.0,0.0,12.0,2.0,0.0,25.0,272.0,23.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,17.0,0.0,19.0,2.0,27.0,0.0,11.6,5.9,18.9,0.0,30.0,79.0,assente
989,2017-03-10,9.0,12.0,3.0,17.0,0.0,0.0,23.0,6.0,0.0,52.0,533.0,46.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,17.0,0.0,19.0,2.0,15.0,0.0,13.1,7.2,21.8,0.0,13.0,76.0,assente
990,2017-03-11,6.0,6.0,4.0,24.0,0.0,0.0,27.0,3.0,0.0,12.0,301.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,3.0,0.0,10.4,4.2,16.2,0.0,26.0,61.0,assente
991,2017-03-12,13.0,5.0,3.0,11.0,0.0,0.0,13.0,2.0,0.0,10.0,79.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,40.0,0.0,41.0,1.0,5.0,0.0,9.5,5.5,14.7,0.0,37.0,83.0,assente
992,2017-03-13,8.0,8.0,0.0,10.0,0.0,0.0,12.0,1.0,0.0,5.0,42.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,1.0,0.0,9.3,3.7,15.5,0.0,36.0,90.0,assente
993,2017-03-14,10.0,22.0,3.0,4.0,0.0,0.0,5.0,1.0,0.0,3.0,122.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,147.0,0.0,148.0,0.0,1.0,0.0,11.3,5.5,18.0,0.0,40.0,92.0,assente
994,2017-03-15,103.0,7.0,3.0,7.0,0.0,0.0,9.0,2.0,0.0,13.0,127.0,12.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,136.0,0.0,138.0,2.0,3.0,0.0,11.8,6.5,17.6,0.0,38.0,99.0,assente
995,2017-03-16,50.0,4.0,1.0,4.0,0.0,0.0,8.0,3.0,0.0,7.0,117.0,6.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,80.0,0.0,83.0,3.0,3.0,0.0,11.9,6.5,19.4,0.0,34.0,88.0,assente
